week_date,region,platform,segment,customer_type,transactions,sales
27/7/20,AFRICA,Retail,C2,New,56886,1736775.0
27/7/20,SOUTH AMERICA,Shopify,C2,Existing,128,23958.0
27/7/20,SOUTH AMERICA,Retail,C2,New,927,28610.0
27/7/20,OCEANIA,Shopify,C1,Existing,2707,456758.0
27/7/20,SOUTH AMERICA,Shopify,F3,Existing,26,5975.0
27/7/20,AFRICA,Shopify,C2,New,427,58978.0
27/7/20,OCEANIA,Retail,F2,Existing,340535,17459996.0
27/7/20,ASIA,Shopify,C3,New,322,45183.0
27/7/20,AFRICA,Retail,C4,Existing,120677,6100395.0
27/7/20,ASIA,Retail,null,New,63334,2115366.0
27/7/20,EUROPE,Retail,F1,Existing,6653,377163.0
27/7/20,AFRICA,Shopify,null,Guest,5926,987749.0
27/7/20,CANADA,Shopify,F2,New,108,14741.0
27/7/20,OCEANIA,Retail,C4,Existing,151108,7362940.0
27/7/20,CANADA,Shopify,C1,Existing,611,93430.0
27/7/20,USA,Retail,null,Existing,12803,621920.0
27/7/20,SOUTH AMERICA,Retail,null,Guest,401841,16151906.0
27/7/20,OCEANIA,Retail,C2,Existing,167538,6383831.0
27/7/20,AFRICA,Retail,C1,Existing,183954,6745388.0
27/7/20,USA,Shopify,null,Guest,2586,451063.0
20/7/20,SOUTH AMERICA,Retail,F1,Existing,751,30585.0
20/7/20,CANADA,Retail,C1,New,29858,765236.0
20/7/20,SOUTH AMERICA,Shopify,C4,New,3,535.0
20/7/20,CANADA,Retail,C3,Existing,61969,3159999.0
20/7/20,ASIA,Shopify,null,Guest,5799,958916.0
20/7/20,CANADA,Shopify,F1,Existing,792,133491.0
20/7/20,USA,Shopify,F2,New,141,22310.0
20/7/20,AFRICA,Retail,F3,Existing,403961,22455922.0
20/7/20,EUROPE,Shopify,C2,Existing,173,43528.0
20/7/20,ASIA,Shopify,F2,Existing,2991,548945.0
20/7/20,AFRICA,Shopify,C2,Existing,2492,466447.0
20/7/20,USA,Retail,F3,Existing,142889,8660088.0
20/7/20,OCEANIA,Retail,C3,New,148131,4752004.0
20/7/20,EUROPE,Shopify,F1,New,6,648.0
20/7/20,CANADA,Retail,F1,Existing,24053,1247948.0
20/7/20,CANADA,Retail,null,Existing,6739,301315.0
20/7/20,OCEANIA,Shopify,C3,New,586,90978.0
20/7/20,CANADA,Shopify,null,New,104,17126.0
20/7/20,CANADA,Retail,null,Guest,390616,10895245.0
20/7/20,SOUTH AMERICA,Retail,F1,New,250,9205.0
20/7/20,SOUTH AMERICA,Retail,F2,New,490,16808.0
20/7/20,SOUTH AMERICA,Shopify,C1,New,16,2387.0
20/7/20,OCEANIA,Retail,F1,Existing,145700,7137877.0
20/7/20,USA,Retail,C3,New,44630,1683788.0
20/7/20,CANADA,Shopify,C4,New,18,2340.0
20/7/20,EUROPE,Retail,F3,New,1977,90453.0
20/7/20,ASIA,Shopify,F3,Existing,1962,363052.0
20/7/20,OCEANIA,Shopify,F1,New,319,47791.0
20/7/20,USA,Shopify,C4,New,37,4941.0
20/7/20,OCEANIA,Retail,C4,New,62485,1919562.0
20/7/20,CANADA,Shopify,C1,New,103,13052.0
20/7/20,OCEANIA,Shopify,F3,Existing,3895,808511.0
20/7/20,USA,Retail,F1,New,10989,417392.0
20/7/20,EUROPE,Shopify,C2,New,13,2339.0
20/7/20,SOUTH AMERICA,Shopify,F3,New,1,321.0
20/7/20,USA,Retail,F2,Existing,94991,5427473.0
20/7/20,ASIA,Retail,null,Guest,1899728,47972511.0
20/7/20,AFRICA,Retail,F1,New,21499,747028.0
20/7/20,SOUTH AMERICA,Retail,null,Guest,399140,16304351.0
20/7/20,OCEANIA,Retail,C2,Existing,168889,6478915.0
20/7/20,USA,Retail,F1,Existing,39769,2221054.0
20/7/20,AFRICA,Retail,F1,Existing,98215,5112601.0
20/7/20,ASIA,Retail,C3,New,116741,3496953.0
20/7/20,SOUTH AMERICA,Retail,F3,Existing,1464,74015.0
20/7/20,CANADA,Shopify,C2,New,132,16391.0
20/7/20,AFRICA,Retail,C4,New,46708,1555754.0
20/7/20,AFRICA,Shopify,null,New,360,55762.0
20/7/20,CANADA,Shopify,C1,Existing,566,85120.0
20/7/20,ASIA,Retail,C3,Existing,244576,10928664.0
20/7/20,ASIA,Shopify,F1,Existing,2104,357691.0
20/7/20,SOUTH AMERICA,Retail,C4,New,254,10487.0
20/7/20,USA,Shopify,null,New,157,25173.0
20/7/20,AFRICA,Shopify,C1,New,286,33904.0
20/7/20,ASIA,Shopify,C4,Existing,304,50749.0
20/7/20,CANADA,Retail,C1,Existing,55690,2261549.0
20/7/20,SOUTH AMERICA,Shopify,C2,Existing,138,26800.0
20/7/20,OCEANIA,Retail,C3,Existing,342565,16500877.0
20/7/20,EUROPE,Shopify,C3,Existing,174,57555.0
20/7/20,CANADA,Shopify,F2,Existing,1349,245938.0
20/7/20,USA,Retail,null,Guest,527246,16421119.0
20/7/20,EUROPE,Retail,null,Existing,2589,126640.0
20/7/20,AFRICA,Retail,C2,Existing,112937,4795261.0
20/7/20,AFRICA,Shopify,C4,New,66,9306.0
20/7/20,ASIA,Retail,C2,Existing,129606,4870216.0
20/7/20,EUROPE,Shopify,C3,New,17,2759.0
20/7/20,OCEANIA,Shopify,F2,Existing,6611,1294153.0
20/7/20,USA,Retail,F2,New,26523,972506.0
20/7/20,USA,Shopify,C1,New,177,22746.0
20/7/20,EUROPE,Shopify,C1,Existing,108,22396.0
20/7/20,EUROPE,Retail,C2,Existing,9955,499512.0
20/7/20,EUROPE,Shopify,F1,Existing,133,28133.0
20/7/20,USA,Retail,C1,New,35843,981310.0
20/7/20,CANADA,Shopify,null,Guest,1662,262802.0
20/7/20,AFRICA,Shopify,F3,New,119,17623.0
20/7/20,ASIA,Retail,null,New,60705,2028159.0
20/7/20,ASIA,Retail,F2,Existing,219617,10573661.0
20/7/20,ASIA,Shopify,C1,Existing,1295,203596.0
20/7/20,ASIA,Shopify,C4,New,48,6437.0
20/7/20,OCEANIA,Shopify,null,Guest,10478,1833024.0
20/7/20,AFRICA,Retail,F3,New,66305,2342177.0
20/7/20,CANADA,Retail,F2,New,16791,587888.0
20/7/20,SOUTH AMERICA,Retail,F2,Existing,1341,61697.0
20/7/20,AFRICA,Shopify,C3,New,333,51862.0
20/7/20,ASIA,Retail,F1,Existing,93579,4365281.0
20/7/20,AFRICA,Retail,F2,New,61379,2123835.0
20/7/20,OCEANIA,Retail,C1,New,168697,3829214.0
20/7/20,EUROPE,Shopify,C1,New,12,2814.0
20/7/20,AFRICA,Retail,C3,Existing,288221,14519356.0
20/7/20,ASIA,Retail,F2,New,65432,2006512.0
20/7/20,USA,Shopify,F1,New,127,19444.0
20/7/20,SOUTH AMERICA,Shopify,F1,New,13,2628.0
20/7/20,ASIA,Shopify,F2,New,238,30479.0
20/7/20,EUROPE,Retail,null,New,2897,130422.0
20/7/20,AFRICA,Shopify,F1,Existing,2627,468073.0
20/7/20,ASIA,Retail,C1,Existing,184961,6109826.0
20/7/20,AFRICA,Retail,C1,New,97115,2405671.0
20/7/20,ASIA,Shopify,null,Existing,299,53982.0
20/7/20,USA,Shopify,C2,Existing,1362,255741.0
20/7/20,CANADA,Shopify,F2,New,100,14549.0
20/7/20,SOUTH AMERICA,Shopify,F2,Existing,33,6543.0
20/7/20,OCEANIA,Retail,F1,New,38806,1256163.0
20/7/20,ASIA,Retail,F3,Existing,399332,19892631.0
20/7/20,SOUTH AMERICA,Shopify,C4,Existing,8,1541.0
20/7/20,EUROPE,Shopify,F2,Existing,235,50526.0
20/7/20,USA,Shopify,F3,New,53,7925.0
20/7/20,OCEANIA,Retail,F2,New,85243,2810528.0
20/7/20,OCEANIA,Shopify,C1,New,510,61889.0
20/7/20,EUROPE,Shopify,F2,New,6,711.0
20/7/20,EUROPE,Retail,C3,Existing,15943,901515.0
20/7/20,ASIA,Shopify,F3,New,132,18424.0
20/7/20,AFRICA,Retail,null,Guest,1556709,44121039.0
20/7/20,USA,Shopify,F2,Existing,2011,385373.0
20/7/20,USA,Shopify,C3,New,182,28481.0
20/7/20,EUROPE,Shopify,null,Existing,28,7894.0
20/7/20,USA,Retail,null,New,20817,881857.0
20/7/20,ASIA,Retail,F1,New,28846,900625.0
20/7/20,USA,Retail,null,Existing,11654,574668.0
20/7/20,ASIA,Shopify,C3,New,324,48582.0
20/7/20,AFRICA,Retail,C3,New,108595,3781770.0
20/7/20,SOUTH AMERICA,Shopify,C2,New,54,8183.0
20/7/20,AFRICA,Shopify,F2,Existing,4727,900090.0
20/7/20,ASIA,Shopify,C1,New,324,34344.0
20/7/20,OCEANIA,Shopify,C3,Existing,4580,913548.0
20/7/20,USA,Retail,C3,Existing,103326,5766441.0
20/7/20,USA,Shopify,null,Guest,2592,455358.0
20/7/20,EUROPE,Retail,C4,Existing,5525,302831.0
20/7/20,CANADA,Retail,C4,New,12210,391534.0
20/7/20,AFRICA,Shopify,F3,Existing,2445,491853.0
20/7/20,AFRICA,Retail,null,Existing,30196,1305104.0
20/7/20,EUROPE,Retail,F2,New,1717,76690.0
20/7/20,SOUTH AMERICA,Retail,null,New,1170,44311.0
20/7/20,CANADA,Retail,C2,New,14538,455505.0
20/7/20,EUROPE,Retail,F1,New,907,37911.0
20/7/20,ASIA,Retail,C4,New,49765,1413519.0
20/7/20,EUROPE,Retail,C3,New,4432,192113.0
20/7/20,SOUTH AMERICA,Shopify,F2,New,6,599.0
20/7/20,ASIA,Retail,C4,Existing,109828,4803614.0
20/7/20,SOUTH AMERICA,Retail,C1,Existing,3128,86532.0
20/7/20,ASIA,Shopify,C2,New,473,59062.0
20/7/20,CANADA,Retail,null,New,13044,514992.0
20/7/20,OCEANIA,Shopify,F2,New,442,65445.0
20/7/20,ASIA,Shopify,C2,Existing,2249,393626.0
20/7/20,EUROPE,Retail,C2,New,2921,114339.0
20/7/20,SOUTH AMERICA,Retail,C3,Existing,1409,65844.0
20/7/20,EUROPE,Shopify,null,Guest,333,87400.0
20/7/20,AFRICA,Retail,C2,New,56502,1715278.0
20/7/20,SOUTH AMERICA,Retail,C2,New,962,29964.0
20/7/20,AFRICA,Shopify,C1,Existing,1661,262746.0
20/7/20,CANADA,Shopify,F3,Existing,701,131032.0
20/7/20,EUROPE,Retail,F2,Existing,14282,898406.0
20/7/20,USA,Shopify,C3,Existing,1495,315154.0
20/7/20,SOUTH AMERICA,Shopify,C3,Existing,98,19477.0
20/7/20,CANADA,Shopify,null,Existing,83,13028.0
20/7/20,SOUTH AMERICA,Retail,null,Existing,157,6046.0
20/7/20,SOUTH AMERICA,Shopify,C1,Existing,69,11678.0
20/7/20,AFRICA,Shopify,C2,New,401,54568.0
20/7/20,USA,Retail,C4,New,17848,630502.0
20/7/20,OCEANIA,Shopify,F3,New,207,29543.0
20/7/20,CANADA,Retail,F2,Existing,60672,3213486.0
20/7/20,SOUTH AMERICA,Retail,F3,New,319,11698.0
20/7/20,OCEANIA,Shopify,C1,Existing,2657,450393.0
20/7/20,SOUTH AMERICA,Shopify,F3,Existing,30,6650.0
20/7/20,SOUTH AMERICA,Shopify,null,New,47,7401.0
20/7/20,CANADA,Shopify,C3,New,111,15325.0
20/7/20,EUROPE,Retail,null,Guest,102644,3684970.0
20/7/20,SOUTH AMERICA,Shopify,F1,Existing,71,15964.0
20/7/20,SOUTH AMERICA,Retail,C2,Existing,965,38296.0
20/7/20,CANADA,Retail,C2,Existing,23244,988683.0
20/7/20,SOUTH AMERICA,Retail,C1,New,2451,51488.0
20/7/20,SOUTH AMERICA,Retail,C4,Existing,353,16866.0
20/7/20,CANADA,Shopify,C4,Existing,107,20881.0
20/7/20,EUROPE,Retail,C4,New,1685,72445.0
20/7/20,SOUTH AMERICA,Retail,C3,New,948,36563.0
20/7/20,EUROPE,Shopify,null,New,11,3660.0
20/7/20,OCEANIA,Shopify,C2,Existing,4430,838393.0
20/7/20,USA,Shopify,F1,Existing,1355,250899.0
20/7/20,EUROPE,Shopify,F3,Existing,117,28946.0
20/7/20,USA,Shopify,C1,Existing,777,126503.0
20/7/20,USA,Shopify,C4,Existing,161,28783.0
20/7/20,AFRICA,Shopify,F2,New,281,42955.0
20/7/20,CANADA,Retail,F3,Existing,92781,5186278.0
20/7/20,AFRICA,Shopify,null,Guest,5577,954335.0
20/7/20,USA,Retail,C1,Existing,57357,2379963.0
20/7/20,OCEANIA,Shopify,C4,Existing,664,118008.0
20/7/20,CANADA,Shopify,C3,Existing,859,157675.0
20/7/20,AFRICA,Retail,null,New,53355,2090463.0
20/7/20,AFRICA,Shopify,F1,New,190,29267.0
20/7/20,EUROPE,Retail,F1,Existing,6942,408602.0
20/7/20,USA,Retail,F3,New,26934,1037553.0
20/7/20,OCEANIA,Shopify,F1,Existing,4151,759300.0
20/7/20,OCEANIA,Shopify,null,Existing,525,100530.0
20/7/20,OCEANIA,Retail,C4,Existing,153684,7433604.0
20/7/20,CANADA,Retail,C3,New,27524,942427.0
20/7/20,EUROPE,Shopify,C4,Existing,25,5092.0
20/7/20,OCEANIA,Retail,null,Existing,38245,1567314.0
20/7/20,ASIA,Retail,F3,New,83509,2561268.0
20/7/20,ASIA,Retail,C2,New,84760,2191069.0
20/7/20,USA,Shopify,C2,New,264,45739.0
20/7/20,AFRICA,Retail,C1,Existing,185960,6836676.0
20/7/20,ASIA,Shopify,C3,Existing,2071,404284.0
20/7/20,ASIA,Retail,C1,New,130249,2829983.0
20/7/20,EUROPE,Retail,C1,New,4503,138830.0
20/7/20,CANADA,Retail,F1,New,6249,218584.0
20/7/20,EUROPE,Shopify,F3,New,4,764.0
20/7/20,AFRICA,Retail,F2,Existing,275050,14689469.0
20/7/20,USA,Retail,C2,New,25856,901385.0
20/7/20,SOUTH AMERICA,Shopify,null,Existing,1,142.0
20/7/20,EUROPE,Retail,F3,Existing,18807,1178759.0
20/7/20,AFRICA,Retail,C4,Existing,121033,6082823.0
20/7/20,OCEANIA,Retail,F3,New,104611,3493943.0
20/7/20,OCEANIA,Retail,null,New,75459,2610325.0
20/7/20,CANADA,Retail,F3,New,18018,634416.0
20/7/20,ASIA,Shopify,null,New,341,51774.0
20/7/20,AFRICA,Shopify,C4,Existing,416,76985.0
20/7/20,CANADA,Shopify,C2,Existing,762,130177.0
20/7/20,ASIA,Shopify,F1,New,199,25035.0
20/7/20,OCEANIA,Retail,F2,Existing,345719,17956144.0
20/7/20,OCEANIA,Retail,C2,New,108042,2900766.0
20/7/20,CANADA,Retail,C4,Existing,28874,1419658.0
20/7/20,USA,Retail,C4,Existing,41248,2218243.0
20/7/20,OCEANIA,Retail,null,Guest,2418504,63336353.0
20/7/20,SOUTH AMERICA,Shopify,C3,New,25,3511.0
20/7/20,EUROPE,Shopify,C4,New,1,406.0
20/7/20,OCEANIA,Shopify,null,New,525,83884.0
20/7/20,CANADA,Shopify,F3,New,38,5886.0
20/7/20,OCEANIA,Shopify,C2,New,789,112544.0
20/7/20,OCEANIA,Shopify,C4,New,96,12960.0
20/7/20,EUROPE,Retail,C1,Existing,15098,680965.0
20/7/20,AFRICA,Shopify,null,Existing,283,51745.0
20/7/20,USA,Shopify,null,Existing,160,31243.0
20/7/20,USA,Shopify,F3,Existing,996,203880.0
20/7/20,OCEANIA,Retail,F3,Existing,550341,30028424.0
20/7/20,ASIA,Retail,null,Existing,29177,1150712.0
20/7/20,OCEANIA,Retail,C1,Existing,255770,9117643.0
20/7/20,CANADA,Shopify,F1,New,57,7501.0
20/7/20,USA,Retail,C2,Existing,43247,2104602.0
20/7/20,AFRICA,Shopify,C3,Existing,2680,531587.0
20/7/20,SOUTH AMERICA,Shopify,null,Guest,2085,383264.0
13/7/20,OCEANIA,Shopify,C1,New,395,48791.0
13/7/20,USA,Shopify,C4,Existing,167,30885.0
13/7/20,CANADA,Shopify,C2,Existing,703,120331.0
13/7/20,ASIA,Shopify,C1,New,231,30243.0
13/7/20,CANADA,Shopify,C2,New,96,14192.0
13/7/20,AFRICA,Shopify,C1,Existing,1557,247610.0
13/7/20,USA,Shopify,F3,New,36,7170.0
13/7/20,AFRICA,Shopify,C1,New,248,30552.0
13/7/20,USA,Retail,C2,New,25914,869174.0
13/7/20,SOUTH AMERICA,Retail,C2,New,864,25065.0
13/7/20,SOUTH AMERICA,Shopify,null,Guest,2040,382504.0
13/7/20,ASIA,Retail,F2,Existing,225483,11076975.0
13/7/20,ASIA,Shopify,C3,New,240,36246.0
13/7/20,CANADA,Shopify,C3,Existing,809,148571.0
13/7/20,SOUTH AMERICA,Retail,C1,Existing,3144,87265.0
13/7/20,OCEANIA,Shopify,C1,Existing,2638,454018.0
13/7/20,EUROPE,Shopify,F2,Existing,206,46406.0
13/7/20,CANADA,Retail,C1,Existing,56403,2339853.0
13/7/20,OCEANIA,Shopify,C2,New,623,96182.0
13/7/20,USA,Shopify,F1,New,85,13601.0
13/7/20,CANADA,Retail,F3,New,17528,610452.0
13/7/20,SOUTH AMERICA,Shopify,F3,Existing,27,6339.0
13/7/20,OCEANIA,Shopify,F2,Existing,6482,1297733.0
13/7/20,CANADA,Shopify,C1,Existing,563,88441.0
13/7/20,ASIA,Shopify,F3,New,102,16202.0
13/7/20,USA,Retail,F2,Existing,97479,5634892.0
13/7/20,USA,Retail,C4,Existing,41992,2271620.0
13/7/20,USA,Shopify,C2,New,209,45008.0
13/7/20,CANADA,Retail,null,New,13198,534888.0
13/7/20,USA,Shopify,null,Existing,147,31710.0
13/7/20,AFRICA,Shopify,null,New,324,53306.0
13/7/20,ASIA,Shopify,C1,Existing,1279,208790.0
13/7/20,CANADA,Shopify,null,Guest,1566,261616.0
13/7/20,AFRICA,Shopify,C2,New,333,49934.0
13/7/20,CANADA,Retail,C2,Existing,23646,1030211.0
13/7/20,EUROPE,Retail,F2,New,1723,77172.0
13/7/20,AFRICA,Retail,F3,New,65707,2293030.0
13/7/20,SOUTH AMERICA,Shopify,F3,New,2,262.0
13/7/20,ASIA,Retail,C3,New,115487,3438800.0
13/7/20,SOUTH AMERICA,Retail,C1,New,2421,51812.0
13/7/20,OCEANIA,Retail,F1,Existing,146577,7366350.0
13/7/20,USA,Shopify,null,Guest,2416,427409.0
13/7/20,ASIA,Shopify,C2,New,367,53782.0
13/7/20,AFRICA,Retail,C4,New,46126,1537432.0
13/7/20,OCEANIA,Retail,C1,Existing,256983,9184537.0
13/7/20,EUROPE,Retail,F2,Existing,14544,904637.0
13/7/20,EUROPE,Shopify,C4,New,1,99.0
13/7/20,SOUTH AMERICA,Shopify,null,Existing,2,628.0
13/7/20,EUROPE,Retail,C1,New,4584,138829.0
13/7/20,AFRICA,Retail,C2,New,56401,1705837.0
13/7/20,OCEANIA,Shopify,null,Guest,9945,1777046.0
13/7/20,SOUTH AMERICA,Retail,null,Guest,394544,16237365.0
13/7/20,ASIA,Shopify,F2,New,182,27111.0
13/7/20,SOUTH AMERICA,Shopify,F1,Existing,62,15086.0
13/7/20,CANADA,Retail,F1,New,6233,225735.0
13/7/20,OCEANIA,Shopify,C3,New,512,82911.0
13/7/20,CANADA,Retail,null,Existing,5987,276727.0
13/7/20,SOUTH AMERICA,Retail,C3,New,866,32885.0
13/7/20,USA,Retail,C1,New,35213,927603.0
13/7/20,OCEANIA,Shopify,C4,Existing,698,127850.0
13/7/20,CANADA,Shopify,C3,New,73,10187.0
13/7/20,EUROPE,Retail,C2,Existing,9986,484385.0
13/7/20,ASIA,Retail,null,New,58675,1992524.0
13/7/20,AFRICA,Retail,C4,Existing,123182,6286942.0
13/7/20,EUROPE,Retail,F1,Existing,6950,402486.0
13/7/20,ASIA,Shopify,F1,New,141,18989.0
13/7/20,CANADA,Retail,C4,Existing,29631,1467152.0
13/7/20,USA,Retail,F3,New,26155,973799.0
13/7/20,SOUTH AMERICA,Retail,F1,New,239,8925.0
13/7/20,EUROPE,Shopify,C2,New,15,2788.0
13/7/20,SOUTH AMERICA,Retail,F3,Existing,1311,69461.0
13/7/20,USA,Shopify,C3,New,171,26225.0
13/7/20,AFRICA,Retail,C1,Existing,189344,7021479.0
13/7/20,OCEANIA,Retail,C4,Existing,154970,7596305.0
13/7/20,USA,Shopify,C3,Existing,1369,287330.0
13/7/20,EUROPE,Shopify,C4,Existing,24,6044.0
13/7/20,USA,Retail,null,Existing,11018,548145.0
13/7/20,CANADA,Shopify,C4,Existing,112,21431.0
13/7/20,AFRICA,Shopify,C3,New,265,42355.0
13/7/20,ASIA,Shopify,C2,Existing,2240,397661.0
13/7/20,CANADA,Retail,C3,Existing,62999,3208705.0
13/7/20,CANADA,Retail,null,Guest,386267,11018161.0
13/7/20,AFRICA,Shopify,null,Guest,5475,957155.0
13/7/20,OCEANIA,Shopify,F1,Existing,4148,778485.0
13/7/20,USA,Retail,F1,Existing,40791,2327655.0
13/7/20,SOUTH AMERICA,Retail,F1,Existing,780,32639.0
13/7/20,EUROPE,Shopify,C2,Existing,168,44500.0
13/7/20,EUROPE,Retail,C3,Existing,16467,900277.0
13/7/20,OCEANIA,Retail,C1,New,163943,3663206.0
13/7/20,EUROPE,Shopify,C1,New,13,2071.0
13/7/20,CANADA,Shopify,null,Existing,92,15152.0
13/7/20,ASIA,Retail,C4,Existing,111944,4939910.0
13/7/20,AFRICA,Retail,null,Existing,28394,1242031.0
13/7/20,OCEANIA,Retail,null,New,71098,2508549.0
13/7/20,EUROPE,Shopify,null,New,11,3949.0
13/7/20,ASIA,Retail,F3,Existing,405264,20451621.0
13/7/20,OCEANIA,Retail,F1,New,37699,1218901.0
13/7/20,AFRICA,Shopify,C4,Existing,404,78140.0
13/7/20,OCEANIA,Shopify,F3,Existing,3655,758975.0
13/7/20,ASIA,Shopify,null,Existing,313,59903.0
13/7/20,AFRICA,Retail,null,Guest,1560736,44802868.0
13/7/20,OCEANIA,Retail,F2,Existing,341524,18450930.0
13/7/20,AFRICA,Retail,F3,Existing,411666,23167749.0
13/7/20,AFRICA,Shopify,F2,Existing,4747,924179.0
13/7/20,OCEANIA,Shopify,null,New,429,76284.0
13/7/20,OCEANIA,Retail,C4,New,61033,1845511.0
13/7/20,SOUTH AMERICA,Shopify,C4,New,5,646.0
13/7/20,CANADA,Shopify,null,New,73,9935.0
13/7/20,AFRICA,Retail,null,New,51891,2062235.0
13/7/20,ASIA,Retail,C1,Existing,186732,6201048.0
13/7/20,OCEANIA,Retail,C2,Existing,170176,6523810.0
13/7/20,CANADA,Retail,C4,New,12175,395622.0
13/7/20,SOUTH AMERICA,Shopify,C4,Existing,7,1431.0
13/7/20,AFRICA,Shopify,F3,New,85,12426.0
13/7/20,CANADA,Shopify,F2,New,84,13157.0
13/7/20,OCEANIA,Retail,C3,New,144348,4545904.0
13/7/20,EUROPE,Shopify,C3,New,10,2302.0
13/7/20,AFRICA,Retail,C1,New,97163,2412479.0
13/7/20,EUROPE,Retail,F3,Existing,19105,1171916.0
13/7/20,ASIA,Retail,F2,New,65303,2022224.0
13/7/20,ASIA,Retail,C2,Existing,132043,5019353.0
13/7/20,ASIA,Shopify,C4,New,45,6230.0
13/7/20,SOUTH AMERICA,Shopify,C1,New,15,2076.0
13/7/20,AFRICA,Shopify,F1,Existing,2560,465865.0
13/7/20,CANADA,Retail,C3,New,27462,943502.0
13/7/20,SOUTH AMERICA,Shopify,C3,Existing,100,20398.0
13/7/20,SOUTH AMERICA,Shopify,C3,New,21,2809.0
13/7/20,CANADA,Shopify,F1,Existing,761,128777.0
13/7/20,OCEANIA,Shopify,null,Existing,480,95696.0
13/7/20,USA,Retail,C1,Existing,58471,2428237.0
13/7/20,SOUTH AMERICA,Shopify,F2,New,6,810.0
13/7/20,SOUTH AMERICA,Shopify,F1,New,6,951.0
13/7/20,USA,Shopify,F3,Existing,983,203721.0
13/7/20,EUROPE,Retail,C4,New,1635,66542.0
13/7/20,ASIA,Shopify,C4,Existing,270,51253.0
13/7/20,CANADA,Shopify,F3,Existing,625,121988.0
13/7/20,USA,Retail,F3,Existing,144613,8718318.0
13/7/20,ASIA,Retail,C3,Existing,249602,11278570.0
13/7/20,EUROPE,Retail,null,New,2973,134366.0
13/7/20,EUROPE,Retail,C2,New,2817,104778.0
13/7/20,EUROPE,Shopify,null,Existing,21,5037.0
13/7/20,USA,Retail,C3,Existing,105887,5907907.0
13/7/20,CANADA,Retail,F2,New,17077,621486.0
13/7/20,USA,Shopify,F2,Existing,2000,396651.0
13/7/20,SOUTH AMERICA,Shopify,F2,Existing,32,7526.0
13/7/20,EUROPE,Retail,C1,Existing,15331,671849.0
13/7/20,AFRICA,Shopify,F3,Existing,2373,485832.0
13/7/20,ASIA,Retail,F3,New,82084,2507560.0
13/7/20,CANADA,Retail,C2,New,14654,487888.0
13/7/20,OCEANIA,Retail,null,Guest,2389737,63001301.0
13/7/20,EUROPE,Retail,F1,New,894,37420.0
13/7/20,ASIA,Retail,null,Existing,27058,1095973.0
13/7/20,SOUTH AMERICA,Retail,C4,Existing,355,16777.0
13/7/20,AFRICA,Retail,F2,Existing,283477,15425208.0
13/7/20,ASIA,Shopify,C3,Existing,2066,395280.0
13/7/20,USA,Retail,C3,New,44846,1681668.0
13/7/20,ASIA,Retail,C1,New,126455,2730242.0
13/7/20,USA,Shopify,C1,New,145,17859.0
13/7/20,SOUTH AMERICA,Retail,F2,New,397,15809.0
13/7/20,AFRICA,Shopify,F2,New,234,37446.0
13/7/20,ASIA,Retail,C2,New,84484,2175831.0
13/7/20,SOUTH AMERICA,Retail,null,Existing,154,5827.0
13/7/20,USA,Shopify,C2,Existing,1353,255907.0
13/7/20,CANADA,Shopify,F1,New,60,8846.0
13/7/20,EUROPE,Shopify,F3,Existing,121,27834.0
13/7/20,CANADA,Retail,F2,Existing,60570,3419492.0
13/7/20,EUROPE,Shopify,F1,New,6,888.0
13/7/20,OCEANIA,Shopify,C4,New,88,13327.0
13/7/20,CANADA,Shopify,F2,Existing,1385,265155.0
13/7/20,EUROPE,Shopify,F3,New,2,411.0
13/7/20,CANADA,Shopify,C4,New,18,2891.0
13/7/20,USA,Retail,C2,Existing,44366,2220667.0
13/7/20,SOUTH AMERICA,Retail,C2,Existing,999,38172.0
13/7/20,OCEANIA,Shopify,F2,New,359,60346.0
13/7/20,OCEANIA,Shopify,F3,New,170,29702.0
13/7/20,SOUTH AMERICA,Shopify,C2,Existing,139,25941.0
13/7/20,SOUTH AMERICA,Retail,F3,New,273,9451.0
13/7/20,EUROPE,Shopify,F2,New,12,4967.0
13/7/20,SOUTH AMERICA,Retail,C4,New,218,8528.0
13/7/20,OCEANIA,Retail,C2,New,105907,2793023.0
13/7/20,USA,Retail,F1,New,10859,415888.0
13/7/20,SOUTH AMERICA,Shopify,null,New,32,5405.0
13/7/20,EUROPE,Retail,F3,New,1797,72072.0
13/7/20,ASIA,Shopify,F1,Existing,2050,355457.0
13/7/20,ASIA,Shopify,F3,Existing,1842,363221.0
13/7/20,OCEANIA,Shopify,F1,New,239,36995.0
13/7/20,AFRICA,Shopify,null,Existing,301,55928.0
13/7/20,SOUTH AMERICA,Shopify,C2,New,39,7204.0
13/7/20,EUROPE,Retail,null,Guest,102553,3613209.0
13/7/20,CANADA,Shopify,F3,New,32,4452.0
13/7/20,OCEANIA,Retail,F3,Existing,544718,29869624.0
13/7/20,EUROPE,Shopify,C1,Existing,104,24277.0
13/7/20,AFRICA,Shopify,C4,New,47,7162.0
13/7/20,AFRICA,Retail,F2,New,61945,2164852.0
13/7/20,USA,Shopify,C4,New,22,3383.0
13/7/20,AFRICA,Retail,C3,New,108345,3764621.0
13/7/20,AFRICA,Shopify,C2,Existing,2483,466244.0
13/7/20,OCEANIA,Retail,F2,New,83671,2813286.0
13/7/20,AFRICA,Retail,C3,Existing,293075,14887954.0
13/7/20,USA,Shopify,null,New,156,27048.0
13/7/20,AFRICA,Shopify,C3,Existing,2651,533372.0
